# Attempt at a cleaner version of the kidney cancer data from section 2.7 of Bayesian Data Analysis, 3rd edition (Gelman et al.)
# Based on http://www.stat.columbia.edu/~gelman/book/data/cancer/
# Columns 4 to 12 correspond to 1980-84; columns 13 to 21 to 1985-89
# Robin Ryder, 12 September 2019
"","state","Location","fips","dc","dcV","pop","popV","aadc","aadcV","dcC","dcCV","good","dc.2","dcV.2","pop.2","popV.2","aadc.2","aadcV.2","dcC.2","dcCV.2","good.2"
"1642","ARKANSAS","Lincoln County, Arkansas",5079,1,"VALID",23076,"VALID",4.6,"UNRELIABLE",4.3,"UNRELIABLE",1,1,"VALID",23567,"VALID",5.8,"UNRELIABLE",4.2,"UNRELIABLE",1
"1672","ARKANSAS","Little River County, Arkansas",5081,2,"VALID",25659,"VALID",7.8,"UNRELIABLE",7.8,"UNRELIABLE",1,0,"VALID",26266,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1681","ARKANSAS","Logan County, Arkansas",5083,2,"VALID",48903,"VALID",4.1,"UNRELIABLE",4.1,"UNRELIABLE",1,1,"VALID",49772,"VALID",1.8,"UNRELIABLE",2,"UNRELIABLE",1
"1692","ARKANSAS","Lonoke County, Arkansas",5085,7,"VALID",75872,"VALID",9.1,"UNRELIABLE",9.2,"UNRELIABLE",1,6,"VALID",83009,"VALID",7.3,"UNRELIABLE",7.2,"UNRELIABLE",1
"1766","ARKANSAS","Madison County, Arkansas",5087,1,"VALID",28258,"VALID",3.1,"UNRELIABLE",3.5,"UNRELIABLE",1,3,"VALID",28469,"VALID",7.9,"UNRELIABLE",10.5,"UNRELIABLE",1
"1803","ARKANSAS","Marion County, Arkansas",5089,4,"VALID",27898,"VALID",9.8,"UNRELIABLE",14.3,"UNRELIABLE",1,2,"VALID",28828,"VALID",3,"UNRELIABLE",6.9,"UNRELIABLE",1
"1902","ARKANSAS","Miller County, Arkansas",5091,2,"VALID",70193,"VALID",2.4,"UNRELIABLE",2.8,"UNRELIABLE",1,6,"VALID",71947,"VALID",7.9,"UNRELIABLE",8.3,"UNRELIABLE",1
"1917","ARKANSAS","Mississippi County, Arkansas",5093,5,"VALID",105034,"VALID",5.3,"UNRELIABLE",4.8,"UNRELIABLE",1,6,"VALID",102790,"VALID",6.1,"UNRELIABLE",5.8,"UNRELIABLE",1
"1935","ARKANSAS","Monroe County, Arkansas",5095,0,"VALID",19392,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",17558,"VALID",10.8,"UNRELIABLE",17.1,"UNRELIABLE",1
"1956","ARKANSAS","Montgomery County, Arkansas",5097,0,"VALID",18761,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",19122,"VALID",2.4,"UNRELIABLE",5.2,"UNRELIABLE",1
"2036","ARKANSAS","Nevada County, Arkansas",5099,1,"VALID",18204,"VALID",6,"UNRELIABLE",5.5,"UNRELIABLE",1,0,"VALID",17384,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2048","ARKANSAS","Newton County, Arkansas",5101,0,"VALID",19296,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",19343,"VALID",5,"UNRELIABLE",5.2,"UNRELIABLE",1
"2149","ARKANSAS","Ouachita County, Arkansas",5103,2,"VALID",47424,"VALID",4,"UNRELIABLE",4.2,"UNRELIABLE",1,1,"VALID",48924,"VALID",1.8,"UNRELIABLE",2,"UNRELIABLE",1
"2205","ARKANSAS","Perry County, Arkansas",5105,1,"VALID",18064,"VALID",4,"UNRELIABLE",5.5,"UNRELIABLE",1,1,"VALID",19011,"VALID",3.7,"UNRELIABLE",5.3,"UNRELIABLE",1
"2222","ARKANSAS","Phillips County, Arkansas",5107,4,"VALID",37271,"VALID",9.8,"UNRELIABLE",10.7,"UNRELIABLE",1,4,"VALID",33156,"VALID",9.6,"UNRELIABLE",12.1,"UNRELIABLE",1
"2238","ARKANSAS","Pike County, Arkansas",5109,3,"VALID",23713,"VALID",8.9,"UNRELIABLE",12.7,"UNRELIABLE",1,0,"VALID",23526,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2269","ARKANSAS","Poinsett County, Arkansas",5111,3,"VALID",59206,"VALID",4.8,"UNRELIABLE",5.1,"UNRELIABLE",1,3,"VALID",56787,"VALID",4.3,"UNRELIABLE",5.3,"UNRELIABLE",1
"2271","ARKANSAS","Polk County, Arkansas",5113,3,"VALID",41473,"VALID",6.2,"UNRELIABLE",7.2,"UNRELIABLE",1,3,"VALID",41306,"VALID",4.1,"UNRELIABLE",7.3,"UNRELIABLE",1
"2286","ARKANSAS","Pope County, Arkansas",5115,2,"VALID",96029,"VALID",2.1,"UNRELIABLE",2.1,"UNRELIABLE",1,9,"VALID",104421,"VALID",9.2,"UNRELIABLE",8.6,"UNRELIABLE",1
"2307","ARKANSAS","Prairie County, Arkansas",5117,0,"VALID",21462,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",20809,"VALID",8,"UNRELIABLE",9.6,"UNRELIABLE",1
"2323","ARKANSAS","Pulaski County, Arkansas",5119,38,"VALID",618920,"VALID",6.7,"VALID",6.1,"VALID",1,30,"VALID",620921,"VALID",5,"VALID",4.8,"VALID",1
"2355","ARKANSAS","Randolph County, Arkansas",5121,5,"VALID",39464,"VALID",9.9,"UNRELIABLE",12.7,"UNRELIABLE",1,2,"VALID",39238,"VALID",3.3,"UNRELIABLE",5.1,"UNRELIABLE",1
"2473","ARKANSAS","Saint Francis County, Arkansas",5123,2,"VALID",39269,"VALID",4.7,"UNRELIABLE",5.1,"UNRELIABLE",1,3,"VALID",37259,"VALID",7,"UNRELIABLE",8.1,"UNRELIABLE",1
"2493","ARKANSAS","Saline County, Arkansas",5125,3,"VALID",131550,"VALID",2.7,"UNRELIABLE",2.3,"UNRELIABLE",1,12,"VALID",144690,"VALID",8.9,"UNRELIABLE",8.3,"UNRELIABLE",1
"2550","ARKANSAS","Scott County, Arkansas",5127,3,"VALID",23608,"VALID",9.1,"UNRELIABLE",12.7,"UNRELIABLE",1,0,"VALID",24840,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2564","ARKANSAS","Searcy County, Arkansas",5129,1,"VALID",21238,"VALID",2.5,"UNRELIABLE",4.7,"UNRELIABLE",1,1,"VALID",20137,"VALID",3.1,"UNRELIABLE",5,"UNRELIABLE",1
"2565","ARKANSAS","Sebastian County, Arkansas",5131,11,"VALID",211660,"VALID",4.9,"UNRELIABLE",5.2,"UNRELIABLE",1,8,"VALID",216040,"VALID",3.3,"UNRELIABLE",3.7,"UNRELIABLE",1
"2575","ARKANSAS","Sevier County, Arkansas",5133,2,"VALID",31979,"VALID",5.6,"UNRELIABLE",6.3,"UNRELIABLE",1,1,"VALID",31158,"VALID",3.3,"UNRELIABLE",3.2,"UNRELIABLE",1
"2583","ARKANSAS","Sharp County, Arkansas",5135,4,"VALID",34922,"VALID",4.6,"UNRELIABLE",11.5,"UNRELIABLE",1,5,"VALID",33806,"VALID",6,"UNRELIABLE",14.8,"UNRELIABLE",1
"2677","ARKANSAS","Stone County, Arkansas",5137,1,"VALID",22387,"VALID",2.5,"UNRELIABLE",4.5,"UNRELIABLE",1,5,"VALID",23148,"VALID",14.8,"UNRELIABLE",21.6,"UNRELIABLE",1
"2823","ARKANSAS","Union County, Arkansas",5139,3,"VALID",81455,"VALID",2.8,"UNRELIABLE",3.7,"UNRELIABLE",1,10,"VALID",79607,"VALID",10.2,"UNRELIABLE",12.6,"UNRELIABLE",1
"2852","ARKANSAS","Van Buren County, Arkansas",5141,2,"VALID",33025,"VALID",3.6,"UNRELIABLE",6.1,"UNRELIABLE",1,1,"VALID",33901,"VALID",1.3,"UNRELIABLE",2.9,"UNRELIABLE",1
"2922","ARKANSAS","Washington County, Arkansas",5143,10,"VALID",246005,"VALID",4.5,"UNRELIABLE",4.1,"UNRELIABLE",1,10,"VALID",258417,"VALID",4.7,"UNRELIABLE",3.9,"UNRELIABLE",1
"3007","ARKANSAS","White County, Arkansas",5145,3,"VALID",120792,"VALID",2.7,"UNRELIABLE",2.5,"UNRELIABLE",1,12,"VALID",124178,"VALID",8.6,"UNRELIABLE",9.7,"UNRELIABLE",1
"3067","ARKANSAS","Woodruff County, Arkansas",5147,0,"VALID",18088,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",16779,"VALID",4.5,"UNRELIABLE",6,"UNRELIABLE",1
"3094","ARKANSAS","Yell County, Arkansas",5149,1,"VALID",40811,"VALID",2.5,"UNRELIABLE",2.5,"UNRELIABLE",1,4,"VALID",41742,"VALID",7.7,"UNRELIABLE",9.6,"UNRELIABLE",1
"26","CALIFORNIA","Alameda County, California",6001,87,"VALID",1992399,"VALID",4.6,"VALID",4.4,"VALID",1,90,"VALID",2068333,"VALID",4.5,"VALID",4.4,"VALID",1
"52","CALIFORNIA","Alpine County, California",6003,0,"VALID",2586,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",2459,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"53","CALIFORNIA","Amador County, California",6005,3,"VALID",50750,"VALID",3.9,"UNRELIABLE",5.9,"UNRELIABLE",1,3,"VALID",62514,"VALID",4.1,"UNRELIABLE",4.8,"UNRELIABLE",1
"326","CALIFORNIA","Butte County, California",6007,27,"VALID",352665,"VALID",5.7,"VALID",7.7,"VALID",1,21,"VALID",387679,"VALID",4.4,"VALID",5.4,"VALID",1
"335","CALIFORNIA","Calaveras County, California",6009,1,"VALID",54753,"VALID",1,"UNRELIABLE",1.8,"UNRELIABLE",1,6,"VALID",65405,"VALID",6.6,"UNRELIABLE",9.2,"UNRELIABLE",1
"610","CALIFORNIA","Colusa County, California",6011,1,"VALID",32609,"VALID",2.8,"UNRELIABLE",3.1,"UNRELIABLE",1,3,"VALID",36731,"VALID",7.1,"UNRELIABLE",8.2,"UNRELIABLE",1
"619","CALIFORNIA","Contra Costa County, California",6013,70,"VALID",1396858,"VALID",5.2,"VALID",5,"VALID",1,52,"VALID",1491306,"VALID",3.5,"VALID",3.5,"VALID",1
"752","CALIFORNIA","Del Norte County, California",6015,2,"VALID",43238,"VALID",3.8,"UNRELIABLE",4.6,"UNRELIABLE",1,2,"VALID",46141,"VALID",4.1,"UNRELIABLE",4.3,"UNRELIABLE",1
"851","CALIFORNIA","El Dorado County, California",6017,14,"VALID",222795,"VALID",6.4,"UNRELIABLE",6.3,"UNRELIABLE",1,7,"VALID",261446,"VALID",2.5,"UNRELIABLE",2.7,"UNRELIABLE",1
"980","CALIFORNIA","Fresno County, California",6019,39,"VALID",1192909,"VALID",3.7,"VALID",3.3,"VALID",1,56,"VALID",1307780,"VALID",4.9,"VALID",4.3,"VALID",1
"1041","CALIFORNIA","Glenn County, California",6021,4,"VALID",53729,"VALID",7.6,"UNRELIABLE",7.4,"UNRELIABLE",1,2,"VALID",55647,"VALID",2.7,"UNRELIABLE",3.6,"UNRELIABLE",1
"1305","CALIFORNIA","Humboldt County, California",6023,19,"VALID",255346,"VALID",7.7,"UNRELIABLE",7.4,"UNRELIABLE",1,9,"VALID",260752,"VALID",3.3,"UNRELIABLE",3.5,"UNRELIABLE",1
"1324","CALIFORNIA","Imperial County, California",6025,9,"VALID",219462,"VALID",4.7,"UNRELIABLE",4.1,"UNRELIABLE",1,8,"VALID",232334,"VALID",3.6,"UNRELIABLE",3.4,"UNRELIABLE",1
"1329","CALIFORNIA","Inyo County, California",6027,1,"VALID",40528,"VALID",1.5,"UNRELIABLE",2.5,"UNRELIABLE",1,1,"VALID",39420,"VALID",1.5,"UNRELIABLE",2.5,"UNRELIABLE",1
"1478","CALIFORNIA","Kern County, California",6029,40,"VALID",976502,"VALID",4.8,"VALID",4.1,"VALID",1,47,"VALID",1120546,"VALID",4.8,"VALID",4.2,"VALID",1
"1494","CALIFORNIA","Kings County, California",6031,6,"VALID",180750,"VALID",4.4,"UNRELIABLE",3.3,"UNRELIABLE",1,6,"VALID",208803,"VALID",4,"UNRELIABLE",2.9,"UNRELIABLE",1
"1535","CALIFORNIA","Lake County, California",6033,12,"VALID",93785,"VALID",6.9,"UNRELIABLE",12.8,"UNRELIABLE",1,11,"VALID",109600,"VALID",6.3,"UNRELIABLE",10,"UNRELIABLE",1
"1575","CALIFORNIA","Lassen County, California",6035,1,"VALID",56655,"VALID",1.9,"UNRELIABLE",1.8,"UNRELIABLE",1,7,"VALID",64394,"VALID",11.3,"UNRELIABLE",10.9,"UNRELIABLE",1
"1695","CALIFORNIA","Los Angeles County, California",6037,647,"VALID",15266402,"VALID",4.6,"VALID",4.2,"VALID",1,598,"VALID",16607891,"VALID",4.2,"VALID",3.6,"VALID",1
"1764","CALIFORNIA","Madera County, California",6039,6,"VALID",161537,"VALID",3.7,"UNRELIABLE",3.7,"UNRELIABLE",1,10,"VALID",186699,"VALID",5.1,"UNRELIABLE",5.4,"UNRELIABLE",1
"1800","CALIFORNIA","Marin County, California",6041,25,"VALID",512111,"VALID",4.9,"VALID",4.9,"VALID",1,22,"VALID",510471,"VALID",4.1,"VALID",4.3,"VALID",1
"1819","CALIFORNIA","Mariposa County, California",6043,3,"VALID",28203,"VALID",7,"UNRELIABLE",10.6,"UNRELIABLE",1,3,"VALID",31288,"VALID",6.2,"UNRELIABLE",9.6,"UNRELIABLE",1
"1870","CALIFORNIA","Mendocino County, California",6045,6,"VALID",163527,"VALID",3.5,"UNRELIABLE",3.7,"UNRELIABLE",1,6,"VALID",177164,"VALID",2.8,"UNRELIABLE",3.4,"UNRELIABLE",1
"1874","CALIFORNIA","Merced County, California",6047,14,"VALID",324084,"VALID",5.5,"UNRELIABLE",4.3,"UNRELIABLE",1,21,"VALID",358818,"VALID",7.1,"VALID",5.9,"VALID",1
"1926","CALIFORNIA","Modoc County, California",6049,1,"VALID",21841,"VALID",3.2,"UNRELIABLE",4.6,"UNRELIABLE",1,1,"VALID",22548,"VALID",2.8,"UNRELIABLE",4.4,"UNRELIABLE",1
"1931","CALIFORNIA","Mono County, California",6051,0,"VALID",23364,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",23375,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1953","CALIFORNIA","Monterey County, California",6053,19,"VALID",660660,"VALID",3.5,"UNRELIABLE",2.9,"UNRELIABLE",1,26,"VALID",738224,"VALID",4.3,"VALID",3.5,"VALID",1
"2020","CALIFORNIA","Napa County, California",6055,13,"VALID",236568,"VALID",4.2,"UNRELIABLE",5.5,"UNRELIABLE",1,29,"VALID",247143,"VALID",8.8,"VALID",11.7,"VALID",1
"2037","CALIFORNIA","Nevada County, California",6057,10,"VALID",140258,"VALID",6.5,"UNRELIABLE",7.1,"UNRELIABLE",1,5,"VALID",169845,"VALID",2.2,"UNRELIABLE",2.9,"UNRELIABLE",1
"2118","CALIFORNIA","Orange County, California",6059,183,"VALID",4638943,"VALID",4.7,"VALID",3.9,"VALID",1,196,"VALID",5077341,"VALID",4.7,"VALID",3.9,"VALID",1
"2258","CALIFORNIA","Placer County, California",6061,16,"VALID",299857,"VALID",5.2,"UNRELIABLE",5.3,"UNRELIABLE",1,15,"VALID",353410,"VALID",4.1,"UNRELIABLE",4.2,"UNRELIABLE",1
"2264","CALIFORNIA","Plumas County, California",6063,3,"VALID",43238,"VALID",5.2,"UNRELIABLE",6.9,"UNRELIABLE",1,3,"VALID",45404,"VALID",5.2,"UNRELIABLE",6.6,"UNRELIABLE",1
"2409","CALIFORNIA","Riverside County, California",6065,89,"VALID",1623058,"VALID",4.6,"VALID",5.5,"VALID",1,103,"VALID",2113770,"VALID",4.6,"VALID",4.9,"VALID",1
"2460","CALIFORNIA","Sacramento County, California",6067,92,"VALID",1706528,"VALID",5.9,"VALID",5.4,"VALID",1,79,"VALID",1887194,"VALID",4.5,"VALID",4.2,"VALID",1
"2502","CALIFORNIA","San Benito County, California",6069,4,"VALID",65003,"VALID",6.6,"UNRELIABLE",6.2,"UNRELIABLE",1,3,"VALID",79994,"VALID",4.1,"UNRELIABLE",3.8,"UNRELIABLE",1
"2503","CALIFORNIA","San Bernardino County, California",6071,101,"VALID",2153429,"VALID",5.2,"VALID",4.7,"VALID",1,112,"VALID",2629674,"VALID",5.2,"VALID",4.3,"VALID",1
"2506","CALIFORNIA","San Diego County, California",6073,199,"VALID",4380935,"VALID",4.8,"VALID",4.5,"VALID",1,210,"VALID",4971139,"VALID",4.5,"VALID",4.2,"VALID",1
"2509","CALIFORNIA","San Francisco County, California",6075,72,"VALID",1115035,"VALID",5.2,"VALID",6.5,"VALID",1,58,"VALID",1138092,"VALID",4.4,"VALID",5.1,"VALID",1
"2513","CALIFORNIA","San Joaquin County, California",6077,49,"VALID",788363,"VALID",6.3,"VALID",6.2,"VALID",1,45,"VALID",912969,"VALID",5,"VALID",4.9,"VALID",1
"2518","CALIFORNIA","San Luis Obispo County, California",6079,14,"VALID",397016,"VALID",3.1,"UNRELIABLE",3.5,"UNRELIABLE",1,27,"VALID",472365,"VALID",5.7,"VALID",5.7,"VALID",1
"2519","CALIFORNIA","San Mateo County, California",6081,55,"VALID",1201618,"VALID",4.3,"VALID",4.6,"VALID",1,75,"VALID",1226082,"VALID",5.4,"VALID",6.1,"VALID",1
"2525","CALIFORNIA","Santa Barbara County, California",6083,23,"VALID",717655,"VALID",3.3,"VALID",3.2,"VALID",1,44,"VALID",804470,"VALID",5.4,"VALID",5.5,"VALID",1
"2526","CALIFORNIA","Santa Clara County, California",6085,91,"VALID",2862542,"VALID",3.9,"VALID",3.2,"VALID",1,115,"VALID",2945794,"VALID",4.8,"VALID",3.9,"VALID",1
"2528","CALIFORNIA","Santa Cruz County, California",6087,14,"VALID",461283,"VALID",3,"UNRELIABLE",3,"UNRELIABLE",1,27,"VALID",518039,"VALID",5.4,"VALID",5.2,"VALID",1
"2584","CALIFORNIA","Shasta County, California",6089,11,"VALID",285477,"VALID",3.6,"UNRELIABLE",3.9,"UNRELIABLE",1,22,"VALID",311794,"VALID",6.2,"VALID",7.1,"VALID",1
"2611","CALIFORNIA","Sierra County, California",6091,1,"VALID",7980,"VALID",12.2,"UNRELIABLE",12.5,"UNRELIABLE",1,0,"VALID",8038,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2619","CALIFORNIA","Siskiyou County, California",6093,4,"VALID",95979,"VALID",3.4,"UNRELIABLE",4.2,"UNRELIABLE",1,8,"VALID",96722,"VALID",5.8,"UNRELIABLE",8.3,"UNRELIABLE",1
"2631","CALIFORNIA","Solano County, California",6095,12,"VALID",499481,"VALID",3.3,"UNRELIABLE",2.4,"UNRELIABLE",1,21,"VALID",565892,"VALID",4.6,"VALID",3.7,"VALID",1
"2637","CALIFORNIA","Sonoma County, California",6097,27,"VALID",728450,"VALID",3.4,"VALID",3.7,"VALID",1,47,"VALID",826806,"VALID",5.4,"VALID",5.7,"VALID",1
"2648","CALIFORNIA","Stanislaus County, California",6099,29,"VALID",649086,"VALID",4.8,"VALID",4.5,"VALID",1,27,"VALID",737411,"VALID",3.8,"VALID",3.7,"VALID",1
"2713","CALIFORNIA","Sutter County, California",6101,5,"VALID",121465,"VALID",4.1,"UNRELIABLE",4.1,"UNRELIABLE",1,2,"VALID",129633,"VALID",1.3,"UNRELIABLE",1.5,"UNRELIABLE",1
"2744","CALIFORNIA","Tehama County, California",6103,11,"VALID",99184,"VALID",9.4,"UNRELIABLE",11.1,"UNRELIABLE",1,7,"VALID",109969,"VALID",4.7,"UNRELIABLE",6.4,"UNRELIABLE",1
"2797","CALIFORNIA","Trinity County, California",6105,1,"VALID",29988,"VALID",3.3,"UNRELIABLE",3.3,"UNRELIABLE",1,3,"VALID",31061,"VALID",7.1,"UNRELIABLE",9.7,"UNRELIABLE",1
"2804","CALIFORNIA","Tulare County, California",6107,20,"VALID",605781,"VALID",3.7,"VALID",3.3,"VALID",1,37,"VALID",671462,"VALID",6,"VALID",5.5,"VALID",1
"2807","CALIFORNIA","Tuolumne County, California",6109,4,"VALID",87605,"VALID",3.5,"UNRELIABLE",4.6,"UNRELIABLE",1,8,"VALID",104817,"VALID",4.8,"UNRELIABLE",7.6,"UNRELIABLE",1
"2861","CALIFORNIA","Ventura County, California",6111,54,"VALID",1302277,"VALID",5.1,"VALID",4.1,"VALID",1,56,"VALID",1466691,"VALID",4.6,"VALID",3.8,"VALID",1
"3098","CALIFORNIA","Yolo County, California",6113,17,"VALID",266301,"VALID",7.5,"UNRELIABLE",6.4,"UNRELIABLE",1,12,"VALID",285309,"VALID",5,"UNRELIABLE",4.2,"UNRELIABLE",1
"3105","CALIFORNIA","Yuba County, California",6115,5,"VALID",113805,"VALID",5,"UNRELIABLE",4.4,"UNRELIABLE",1,11,"VALID",118023,"VALID",10,"UNRELIABLE",9.3,"UNRELIABLE",1
"9","COLORADO","Adams County, Colorado",8001,21,"VALID",603608,"VALID",5.5,"VALID",3.5,"VALID",1,19,"VALID",620122,"VALID",4.2,"UNRELIABLE",3.1,"UNRELIABLE",1
"27","COLORADO","Alamosa County, Colorado",8003,2,"VALID",29707,"VALID",8.2,"UNRELIABLE",6.7,"UNRELIABLE",1,0,"VALID",31932,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"76","COLORADO","Arapahoe County, Colorado",8005,14,"VALID",757801,"VALID",2.4,"UNRELIABLE",1.8,"UNRELIABLE",1,18,"VALID",851188,"VALID",3.2,"UNRELIABLE",2.1,"UNRELIABLE",1
"78","COLORADO","Archuleta County, Colorado",8007,2,"VALID",10574,"VALID",24,"UNRELIABLE",18.9,"UNRELIABLE",1,0,"VALID",12372,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"111","COLORADO","Baca County, Colorado",8009,1,"VALID",12897,"VALID",5.9,"UNRELIABLE",7.8,"UNRELIABLE",1,0,"VALID",11805,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"178","COLORADO","Bent County, Colorado",8011,0,"VALID",15091,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",14057,"VALID",3.8,"UNRELIABLE",7.1,"UNRELIABLE",1
"242","COLORADO","Boulder County, Colorado",8013,9,"VALID",490764,"VALID",2.9,"UNRELIABLE",1.8,"UNRELIABLE",1,28,"VALID",528164,"VALID",7.7,"VALID",5.3,"VALID",1
"438","COLORADO","Chaffee County, Colorado",8015,0,"VALID",33384,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",32477,"VALID",2.4,"UNRELIABLE",3.1,"UNRELIABLE",1
"483","COLORADO","Cheyenne County, Colorado",8017,0,"VALID",5632,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",5947,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"553","COLORADO","Clear Creek County, Colorado",8019,1,"VALID",20022,"VALID",7.7,"UNRELIABLE",5,"UNRELIABLE",1,0,"VALID",19866,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"618","COLORADO","Conejos County, Colorado",8021,1,"VALID",19007,"VALID",5.3,"UNRELIABLE",5.3,"UNRELIABLE",1,0,"VALID",18652,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"635","COLORADO","Costilla County, Colorado",8023,0,"VALID",7712,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",7839,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"672","COLORADO","Crowley County, Colorado",8025,2,"VALID",7529,"VALID",15.5,"UNRELIABLE",26.6,"UNRELIABLE",1,0,"VALID",9091,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"689","COLORADO","Custer County, Colorado",8027,0,"VALID",4148,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",4554,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"753","COLORADO","Delta County, Colorado",8029,4,"VALID",55581,"VALID",3.9,"UNRELIABLE",7.2,"UNRELIABLE",1,4,"VALID",52676,"VALID",4.2,"UNRELIABLE",7.6,"UNRELIABLE",1
"758","COLORADO","Denver County, Colorado",8031,52,"VALID",1034592,"VALID",5,"VALID",5,"VALID",1,46,"VALID",1000075,"VALID",4.6,"VALID",4.6,"VALID",1
"790","COLORADO","Dolores County, Colorado",8033,1,"VALID",4151,"VALID",19.7,"UNRELIABLE",24.1,"UNRELIABLE",1,1,"VALID",3797,"VALID",20.8,"UNRELIABLE",26.3,"UNRELIABLE",1
"799","COLORADO","Douglas County, Colorado",8035,2,"VALID",74271,"VALID",3.9,"UNRELIABLE",2.7,"UNRELIABLE",1,4,"VALID",115687,"VALID",7,"UNRELIABLE",3.5,"UNRELIABLE",1
"827","COLORADO","Eagle County, Colorado",8037,0,"VALID",41256,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",49499,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"863","COLORADO","El Paso County, Colorado",8041,20,"VALID",760385,"VALID",3.8,"VALID",2.6,"VALID",1,17,"VALID",877898,"VALID",2.8,"UNRELIABLE",1.9,"UNRELIABLE",1
"849","COLORADO","Elbert County, Colorado",8039,1,"VALID",18638,"VALID",7.1,"UNRELIABLE",5.4,"UNRELIABLE",1,0,"VALID",21579,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"976","COLORADO","Fremont County, Colorado",8043,5,"VALID",73643,"VALID",4.7,"UNRELIABLE",6.8,"UNRELIABLE",1,4,"VALID",79179,"VALID",4.2,"UNRELIABLE",5.1,"UNRELIABLE",1
"1002","COLORADO","Garfield County, Colorado",8045,1,"VALID",66124,"VALID",2,"UNRELIABLE",1.5,"UNRELIABLE",1,3,"VALID",68836,"VALID",5.3,"UNRELIABLE",4.4,"UNRELIABLE",1
"1035","COLORADO","Gilpin County, Colorado",8047,1,"VALID",7055,"VALID",14.3,"UNRELIABLE",14.2,"UNRELIABLE",1,0,"VALID",7838,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1064","COLORADO","Grand County, Colorado",8049,0,"VALID",20611,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",21526,"VALID",5.5,"UNRELIABLE",4.6,"UNRELIABLE",1
"1135","COLORADO","Gunnison County, Colorado",8051,1,"VALID",28646,"VALID",13.3,"UNRELIABLE",3.5,"UNRELIABLE",1,0,"VALID",26583,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1264","COLORADO","Hinsdale County, Colorado",8053,0,"VALID",1262,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",1274,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1302","COLORADO","Huerfano County, Colorado",8055,0,"VALID",16143,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",15566,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1353","COLORADO","Jackson County, Colorado",8057,0,"VALID",4670,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",4317,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1389","COLORADO","Jefferson County, Colorado",8059,22,"VALID",953569,"VALID",3.4,"VALID",2.3,"VALID",1,34,"VALID",1027263,"VALID",4.7,"VALID",3.3,"VALID",1
"1498","COLORADO","Kiowa County, Colorado",8061,1,"VALID",4869,"VALID",17,"UNRELIABLE",20.5,"UNRELIABLE",1,0,"VALID",4396,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1501","COLORADO","Kit Carson County, Colorado",8063,3,"VALID",18864,"VALID",13.7,"UNRELIABLE",15.9,"UNRELIABLE",1,1,"VALID",18024,"VALID",2.8,"UNRELIABLE",5.5,"UNRELIABLE",1
